1 3 53291.3
1 4 49685.8
1 5 nan
1 6 nan
1 7 nan
1 8 nan
1 9 nan
1 10 nan
1 11 nan
1 12 nan
1 13 nan
1 14 nan
1 15 nan
1 16 nan
1 17 nan
1 18 nan
1 19 nan
1 20 nan
1 21 nan
1 22 nan
1 23 nan
1 24 nan
1 25 nan
1 26 nan
1 27 nan
1 28 nan
1 29 nan
1 30 nan
1 31 nan
1 32 nan
1 33 nan
1 34 nan
1 35 nan
1 36 nan
1 37 nan
1 38 nan
1 39 nan
1 40 nan
1 41 nan
1 42 nan
1 43 nan
1 44 nan
1 45 nan
1 46 nan
1 47 nan
1 48 nan
1 49 nan
1 50 nan
1 51 nan
1 52 nan
1 53 nan
1 54 nan
1 55 nan
1 56 nan
1 57 nan
1 58 nan
1 59 nan
1 60 nan
1 61 nan
1 62 nan
1 63 nan
1 64 nan
1 65 nan
1 66 nan
1 67 nan
1 68 nan
1 69 nan
1 70 nan
1 71 nan
1 72 nan
1 73 nan
1 74 nan
1 75 nan
1 76 nan
1 77 nan
1 78 nan
1 79 nan
1 80 nan
1 81 nan
1 82 nan
1 83 nan
1 84 nan
1 85 nan
1 86 nan
1 87 nan
1 88 nan
1 89 nan
1 90 nan
1 91 nan
1 92 nan
1 93 nan
1 94 nan
1 95 nan
1 96 nan
1 97 nan
1 98 nan
1 99 nan
1 100 nan
1 101 nan
1 102 nan
1 103 nan
1 104 nan
1 105 nan
1 106 nan
1 107 nan
1 108 nan
1 109 nan
1 110 nan
1 111 nan
1 112 nan
1 113 nan
1 114 nan
1 115 nan
1 116 nan
1 117 nan
1 118 nan
1 119 nan
1 120 nan
1 121 nan
1 122 nan
1 123 nan
1 124 nan
1 125 nan
1 126 nan
1 127 nan
1 128 nan
1 129 nan
1 130 nan
1 131 nan
1 132 nan
1 133 nan
1 134 nan
1 135 nan
1 136 nan
1 137 nan
1 138 nan
1 139 nan
1 140 nan
1 141 nan
1 142 nan
1 143 nan
1 144 nan
1 145 nan
1 146 nan
1 147 nan
1 148 nan
1 149 nan
1 150 nan
1 151 nan
1 152 nan
1 153 nan
1 154 nan
1 155 nan
1 156 nan
1 157 nan
1 158 nan
1 159 nan
1 160 nan
1 161 nan
1 162 nan
1 163 nan
1 164 nan
1 165 nan
1 166 nan
